script_name;original_energy;optimized_gpt3_energy;optimized_gpt4_energy;optimized_llama_energy;optimized_mixtral_energy;baseline_energy;original_memory;optimized_gpt3_memory;optimized_gpt4_memory;optimized_llama_memory;optimized_mixtral_memory;baseline_memory;original_time;optimized_gpt3_time;optimized_gpt4_time;optimized_llama_time;optimized_mixtral_time;baseline_time
utility__startup;115.79225769038118;118.32163391109206;124.3838912963906;118.99389292395595;118.42281290687775;0;58547814.4;63600503.46666667;56444518.4;59388313.6;59632162.13333333;0;8963.4;9170.1;9490.233333333334;8836.633333333333;10150.266666666666;0
案例9 离散Hopfield神经网络的联想记忆—数字识别__chapter9;106.06405639645527;111.29437611896623;110.07410380044215;116.29850616457989;108.61854451491769;0;60000392.53333333;44295509.333333336;58468761.6;73266926.93333334;56709802.666666664;0;8856.5;9230.1;9410.066666666668;8876.566666666668;8763.366666666667;0
matlab__ccc;117.12629241940837;120.53115488688734;119.56965789801713;106.96829783123685;125.0842163086442;0;62909644.8;77130001.06666666;60102246.4;73440051.2;58086604.8;0;9656.933333333332;9943.833333333334;10063.6;9016.666666666666;9750.233333333334;0
chapter5__Bp_Ada_Fore;108.52688293461493;121.19287058508684;118.26674652090102;109.3386947632127;107.35590667726161;0;76765593.6;58647210.666666664;44908407.46666667;50183372.8;53049070.93333333;0;9563.5;10597.066666666668;10196.9;8736.7;9023.266666666666;0
第7章 径向基函数网络__pnn_test2;108.18868509929162;105.45269470210187;110.26350199385779;111.96253712967155;105.98741607658643;0;55372185.6;82036462.93333334;63079355.733333334;75805764.26666667;72290577.06666666;0;9436.8;8623.2;9443.466666666667;9523.533333333333;9270.066666666668;0
A11168020_郑建国_陶禹诺_严洒洒__picprocess2;103.06402638747629;104.25236358647429;100.41820373526426;109.8902643839945;108.25744781501707;0;60966365.86666667;66398754.13333333;55150728.53333333;80184115.2;59924343.46666667;0;8816.533333333333;8536.466666666667;8836.733333333334;9103.433333333332;9276.866666666667;0
chapter4__Genetic;106.58434499109086;107.61686909993101;106.49826100668093;105.7331766764129;105.45655263256437;0;69826560.0;74256657.06666666;59245226.666666664;58877952.0;65922662.4;0;9150.0;9183.366666666667;9043.266666666666;8870.033333333333;9170.066666666668;0
fetch_data__fetch_caffe_mex_windows_vs2013_cuda65;173.85861918128407;153.0414382936297;161.77207285559854;220.4459976196716;186.50680236819318;0;118964360.53333333;155851707.73333332;143103726.93333334;135951974.4;129234807.46666667;0;17778.8;15438.166666666666;16978.533333333333;26347.5;19352.666666666668;0
UCI_DataSets__monks2D;108.39434102386004;110.80492808025059;113.33087259927221;103.97290140792417;103.62530415856551;0;74737937.06666666;62479428.266666666;61245440.0;61979306.666666664;66528324.266666666;0;8803.233333333334;8763.266666666666;8983.433333333332;8589.866666666667;8723.2;0
射线信道模型__plot_ray_fading;106.71090647366557;114.39646352133131;107.57118123373172;106.87457682295548;108.4892506917376;0;57101653.333333336;71943372.8;65840059.733333334;54190489.6;57947204.266666666;0;8603.033333333333;9243.433333333332;8976.666666666666;9236.766666666666;9190.0;0
chap15__chap15_10;110.1939341227427;105.00646514893742;108.67928110764673;122.81789398202866;111.5719640096863;0;60937557.333333336;68046301.86666666;53718630.4;65331336.53333333;59138184.53333333;0;9383.3;8583.133333333333;9103.433333333332;9063.333333333334;9543.4;0
test__TEST_computePropOpPoint;104.35222981766371;107.6174311320278;116.57448679613299;119.83030700675833;111.08194834402336;0;73745203.2;69283703.46666667;60361932.8;73063628.8;45139694.93333333;0;8683.1;9083.2;9143.3;9976.866666666667;9476.833333333334;0
chapter23 基于蚁群算法的二维路径规划算法__main;106.28135426843656;108.57346344004036;110.82567342121038;109.05634918211533;108.60238800050769;0;69944115.2;54536601.6;71961258.66666667;47465949.86666667;60503654.4;0;9030.033333333333;9003.3;8676.566666666668;8769.9;9243.5;0
Elman网络预测上证股市开盘价__elman_stock;111.38567403157747;108.06302591962739;106.67438863118683;105.52925821933508;107.46692352294922;0;42745309.86666667;57642325.333333336;62718634.666666664;72435985.06666666;61546496.0;0;8636.6;9556.8;9423.4;9130.033333333333;8803.333333333334;0
private__initializeGlobalState;141.65291493729262;141.58476460759604;137.34468027742113;142.6880137124836;140.37237447104224;0;41046835.2;59399099.733333334;47314124.8;35873314.13333333;49288123.733333334;0;11730.733333333334;11770.766666666666;11524.066666666668;11724.0;11737.4;0
chap11__chap11_4;119.28916320808155;108.194615682003;108.67721608480788;105.34275512703655;118.35772247319304;0;50844740.266666666;70390033.06666666;51253930.666666664;53081019.733333334;75367492.26666667;0;9350.266666666666;9316.733333333334;9250.066666666668;8769.933333333332;8763.333333333334;0
samples__gausian_median_blur_bilateral_filter;141.4644378661799;167.44868164068902;108.04782358810189;136.75674489340744;104.25702921543852;0;80019592.53333333;71566404.26666667;59300386.13333333;59908778.666666664;76462626.13333334;0;11317.233333333334;9023.3;8896.733333333334;11164.0;8996.6;0
chap11__chap11_13;115.93622690833097;109.28776194251842;105.18078206379045;103.32534840907125;111.99014333093461;0;49553681.06666667;55721710.93333333;71700070.4;75683566.93333334;66189312.0;0;10083.6;9103.333333333334;8836.8;8523.166666666666;9056.666666666666;0
main__gen_class_info_ade;111.32645721435352;111.06248474117213;108.29136861171767;110.10307820642677;107.66073760986522;0;50950007.46666667;65810978.13333333;63074850.13333333;62229981.86666667;51200273.06666667;0;9350.0;9476.8;8936.533333333333;9296.766666666666;8883.3;0
AC解决函数最优解__SolveMax;105.4919962565628;117.3574005125983;104.67451222741316;113.75817362464926;107.41109263092706;0;55484689.06666667;48165683.2;50983458.13333333;61661866.666666664;63437346.13333333;0;8656.4;9523.4;9003.4;8923.3;8790.0;0
quadRotor2d__MAIN_minAccelTraj;112.08054911290722;111.2887364705908;113.16834004720246;113.05238494872658;109.85303649897493;0;46201241.6;65118481.06666667;54830148.266666666;64697275.733333334;62117068.8;0;9116.7;9236.8;9283.366666666667;9323.3;8869.833333333334;0
2-2014.10.10. 小斜视角，RDA__RDA_imaging;105.78920186365721;0.0;0.0;108.34082183830712;103.05555572511899;0;59672849.06666667;0.0;0.0;67663872.0;71088401.06666666;0;8789.8;0.0;0.0;9063.266666666666;8843.3;0
004_Data regression prediction based on support vector machine (libsvm)__main;121.70870971675613;132.12234141028603;129.21459808351162;127.38360850024813;130.38244527190497;0;55900433.06666667;51325474.13333333;46627225.6;60977698.13333333;50737152.0;0;10176.933333333332;9576.766666666666;10090.166666666666;9563.366666666667;10610.5;0
fetch_data__fetch_model_ResNet101;522.2798105875768;170.6812840779603;169.89323323582067;173.84915873218173;162.8846084595173;0;201700966.4;215984264.53333333;212062754.13333333;184459946.66666666;202690423.46666667;0;78005.8;17678.733333333334;17338.766666666666;17538.666666666668;16018.333333333334;0
afni__Test_m3dReorder;106.64280141196407;103.26264597568661;107.58855743402188;105.52920786538743;102.98070068363837;0;61260322.13333333;69841988.26666667;68142557.86666666;73941401.6;70254728.53333333;0;9123.333333333334;8556.633333333333;8930.1;9396.766666666666;8703.266666666666;0
035_Time series forecasting based on partial least squares algorithm__main;122.54621887210718;120.3372024536191;127.85468648274933;138.02564951575476;118.59463399253242;0;56844561.06666667;59730056.53333333;46467072.0;38612445.86666667;69412181.33333333;0;10010.3;9676.733333333334;9630.133333333333;11183.866666666667;9563.6;0
chap4__chap4_11;107.10372212733492;116.08999074293145;112.88880767814504;107.31925455727033;106.45569610598614;0;63594769.06666667;54334395.733333334;62636305.06666667;58418380.8;62291148.8;0;9410.066666666668;9236.7;9443.366666666667;8963.5;8976.566666666668;0
chapter21 模拟退火算法工具箱及应用__my_first_SA_run;115.9108957925889;106.47116902677614;108.6741714477442;108.52867635093087;119.27816365557179;0;53458534.4;69703680.0;78712558.93333334;71041160.53333333;61243528.53333333;0;8976.666666666666;9190.066666666668;9043.333333333334;9330.1;9603.533333333333;0
chap11__chap11_14;102.52995045980983;103.86363423663231;125.9599782307865;119.84069162998736;109.90756632487755;0;70119287.46666667;47961429.333333336;54472294.4;50995200.0;55951769.6;0;8823.233333333334;8556.5;9596.733333333334;8790.033333333333;8576.466666666667;0
KPMtools__optimalMatchingTest;109.10197143559539;107.1966740925292;106.36109313966978;109.27897491454691;110.82293192548096;0;67187643.73333333;53559159.46666667;73597474.13333334;67869491.2;79843191.46666667;0;9136.833333333334;8596.533333333333;9243.3;9616.8;9343.466666666667;0
案例9 离散Hopfield神经网络的联想记忆—数字识别__waiji;112.4467336020122;107.2190500895745;104.23623148599485;105.21551310216698;105.39797414136119;0;56729326.93333333;73040418.13333334;63992763.733333334;68992614.4;73181320.53333333;0;8976.766666666666;8983.3;8643.3;9023.4;8796.533333333333;0
main__gen_class_info_pascalcontext;137.7263275146271;103.2784912110093;104.78326110848963;104.63988698323568;113.11267903642342;0;43445043.2;67169621.33333333;58927377.06666667;67511637.33333333;53388902.4;0;10850.533333333333;8769.966666666667;8923.233333333334;8923.366666666667;9943.533333333333;0
chap11__chap11_11;106.38717702210415;109.73842061366304;105.87429809575163;119.31452585852627;117.16974182126965;0;73533986.13333334;71384951.46666667;67978581.33333333;55462843.733333334;63291392.0;0;8723.3;8656.533333333333;8876.6;9836.866666666667;10216.933333333332;0
Inpaint_nans__inpaint_nans_demo;152.6830973306923;108.15096893312099;141.62251027425518;139.8439870199305;152.14388020829648;0;77699891.2;57434521.6;50243857.06666667;54820864.0;62023816.53333333;0;11464.033333333333;8803.366666666667;10970.633333333333;11204.0;11090.6;0
chapter26 有导师学习神经网络的分类——￥尾花种类识别__main;106.23880106608073;106.64371795651387;156.5834813435989;106.11446533204095;124.83637084970057;0;64806775.46666667;47053755.733333334;54993032.53333333;65992704.0;63554491.733333334;0;9036.633333333333;9116.666666666666;8976.766666666666;9076.566666666668;8810.0;0
openmeeg__openmeeg_io_matlab_test;113.86246948247232;105.96843159992132;115.94854278570467;112.92320607503255;117.04702911373849;0;56259242.666666664;63366212.266666666;51224985.6;62703752.53333333;63125504.0;0;9710.033333333333;8849.8;10216.966666666667;10003.666666666666;9003.366666666667;0
DeMat__Rundeopt;113.17110392247754;119.28863169353572;104.4601409912769;115.63285624193183;112.7136708577668;0;65321233.06666667;63998225.06666667;69155362.13333334;64985088.0;60553898.666666664;0;8629.866666666667;9430.233333333334;8603.133333333333;8803.2;9703.366666666667;0
附件__account2;116.33609873452029;105.52750651037981;104.77738291418646;113.12829233800682;110.5675684611313;0;61489288.53333333;71264802.13333334;70661734.4;60676096.0;71116390.4;0;9103.366666666667;9009.833333333334;8556.466666666667;9216.666666666666;8943.366666666667;0
main__gen_class_info_person_parts;110.2155024210612;105.39409128824482;105.13000691734875;107.11779174798478;111.15140940348695;0;58754662.4;65139916.8;75841672.53333333;71193668.26666667;68227481.6;0;8716.5;8563.033333333333;8596.4;8976.6;9076.666666666666;0
检验正交性__test_orthogonality;109.05875905349191;105.18254699701404;103.75274454742903;109.39346160896821;111.59313252761106;0;71634261.33333333;44342067.2;73523336.53333333;61420475.733333334;44189286.4;0;9216.633333333333;8890.133333333333;8623.233333333334;9550.2;9316.833333333334;0
fiveLinkBiped__TEST_drawRobot;138.76814676921543;139.85323994949383;156.1628875733334;138.32572784434305;140.05680287683694;0;68638583.46666667;38918417.06666667;58089062.4;91813751.46666667;55262549.333333336;0;10997.233333333334;10963.9;11657.366666666667;10783.833333333334;11490.6;0
B16046004_程双泽_李君昌_陈凌勤__w2_2;111.23401184075823;105.56376698800014;107.51598256430977;108.77758229584627;104.69186503095165;0;64223368.53333333;61545676.8;81565286.4;65828864.0;62019993.6;0;8563.2;8536.6;9436.8;9423.4;8789.8;0
030_Data regression prediction based on particle swarm optimization algorithm optimized support vector machine (libsvm)__main;132.1678538005256;123.62006429029667;117.89096527092236;120.00305684407164;121.54336496980783;0;86443349.33333333;40386696.53333333;40519270.4;34488456.53333333;42237542.4;0;9890.2;10850.533333333333;9463.533333333333;9823.633333333333;9976.8;0
sensor-read-example__navego_example_sensor_read;119.10751851391784;120.7236124674421;121.25179697679899;129.56457112634283;123.43926289886197;0;68065143.46666667;62676718.93333333;44031180.8;72275421.86666666;71894630.4;0;9483.533333333333;8963.266666666666;9990.333333333334;10123.533333333333;9583.466666666667;0
chapter10__chapter10;105.57361602783979;105.28190155031044;106.37198638916986;109.66564178468349;106.85432179766745;0;47090346.666666664;58512452.266666666;58897885.86666667;55145267.2;62380305.06666667;0;9049.933333333332;8743.233333333334;9003.333333333334;9837.133333333333;9256.9;0
瑞利衰落和莱斯衰落信道模型__plot_Ray_Ric_channel;102.40340881346492;102.63233286537579;104.97416127523368;128.8555241902708;114.06782480872353;0;64203571.2;69407812.26666667;61333777.06666667;56169540.266666666;59254647.46666667;0;8576.6;8483.233333333334;8950.033333333333;10416.966666666667;9250.033333333333;0
costOfTransport__TEST_drawRobot;139.50518391933682;137.07824503585775;121.26639251714029;110.40480753586162;139.4231089274263;0;85295104.0;46223769.6;68137096.53333333;65983965.86666667;90040320.0;0;10930.433333333332;10997.333333333334;9610.066666666668;9049.933333333332;11077.333333333334;0
wrappers__path_to_qslim;110.7259272258069;111.32659556072127;102.95780232755546;104.77136484774915;109.76739044192752;0;55427345.06666667;49226137.6;76823620.26666667;74142105.6;56594978.13333333;0;9203.366666666667;9303.466666666667;8749.9;8563.166666666666;9316.733333333334;0
wrappers__path_to_meshfix;110.33504079180226;107.33365122480318;111.64689127608047;163.77722269693624;108.65095316565711;0;62859264.0;57192311.46666667;61874858.666666664;49949900.8;58284441.6;0;9510.1;9016.666666666666;9256.666666666666;9777.033333333333;8796.5;0
chapter24__FuzzyNet;105.33283640538963;108.06390482583471;106.78675282800687;104.10230102538286;185.88035329173823;0;73156471.46666667;73716804.26666667;83844164.26666667;63741405.86666667;61333230.93333333;0;8703.333333333334;9243.533333333333;8749.866666666667;8636.466666666667;10023.666666666666;0
chap15__chap15_3;107.27689768463993;162.41338500977338;127.80276133223282;107.92581125891884;124.4516866047886;0;66726707.2;64963788.8;64579174.4;61821747.2;56696012.8;0;9223.466666666667;8983.466666666667;8656.6;9056.633333333333;9570.1;0
minTimeBvp__MAIN;109.49471944174729;106.94720001222062;111.31018015542844;107.56143086761003;127.04423472088529;0;54028288.0;69388561.06666666;66007176.53333333;70930841.6;75858329.6;0;9449.966666666667;9110.1;8943.3;9036.566666666668;9130.066666666668;0
Setup__locate_cuda;117.78548482261054;112.49619852702405;114.19508514401969;111.81819051103473;112.48921508792942;0;63474892.8;40809267.2;62986513.06666667;63591492.266666666;68274312.53333333;0;9283.3;9650.2;9650.333333333334;8723.166666666666;9683.566666666668;0
chapter27 无导师学习神经网络的分类——矿井突水水源判别__main;107.01196848552014;108.37106018066213;107.3468994140625;107.40784810380816;109.88186696361323;0;76685585.06666666;75530240.0;69646609.06666666;76704972.8;70134442.66666667;0;8956.766666666666;8976.666666666666;8730.033333333333;9016.633333333333;9703.433333333332;0
EMplanner_v0.3__emplanner_init;238.00960795083665;179.77349395754476;152.29458669029603;149.90418243406845;109.30793507886895;0;57810807.46666667;61898342.4;52171707.733333334;64995328.0;69125734.4;0;11724.233333333334;12764.3;11637.333333333334;11183.933333333332;8976.633333333333;0
minimumWork__MAIN_forceSquared;114.86554565434344;116.07690378821572;110.25787862142897;118.14610087081479;121.1079625446912;0;63197593.6;45728426.666666664;52422792.53333333;62274901.333333336;62728601.6;0;9050.0;9550.1;9110.166666666666;8956.566666666668;9843.466666666667;0
util__myOctaveVersion;107.45708312995654;105.65208079019018;115.3449824014892;123.13841400144156;104.70196075436155;0;56582963.2;68619468.8;65525623.46666667;49102574.93333333;70900394.66666667;0;9316.766666666666;9076.633333333333;9310.166666666666;9770.2;8989.866666666667;0
p21__findd;112.84276936847407;104.75830586743736;106.13144989016388;114.17986043290003;107.06255493161152;0;64021026.13333333;68097228.8;69755153.06666666;63043857.06666667;62535406.93333333;0;8803.333333333334;8536.566666666668;8996.766666666666;9223.5;9056.6;0
simplePendulum__MAIN;110.75642751055032;112.24992319750018;113.29006652829315;103.01479695634723;104.5162292480915;0;63364710.4;59203447.46666667;67281715.2;68828364.8;75668548.26666667;0;9250.066666666668;9276.766666666666;8843.3;8556.466666666667;8529.733333333334;0
afni__Test_BrikLoad;106.54514668783328;105.49287414548647;107.87996470135404;104.41705169677152;109.28406626384046;0;74370935.46666667;53719176.53333333;69032345.6;64918732.8;52408729.6;0;8789.933333333332;8903.266666666666;9003.2;8576.466666666667;9156.633333333333;0
附件__account4;106.89165242520976;107.80224304196503;174.67340138761793;110.04888559970422;107.55359954831462;0;63021056.0;77207688.53333333;51252155.733333334;77079483.73333333;67099716.266666666;0;8936.533333333333;8956.6;8943.333333333334;8743.3;9270.0;0
案例10 离散Hopfield神经网络的分类——高校科研能力评价__chapter10;105.96486918134809;212.04831441248146;218.4585759480678;215.3159932454854;272.62853393550614;0;61465395.2;109501508.26666667;130393702.4;115595264.0;112962764.8;0;8576.566666666668;18640.233333333334;17886.633333333335;17966.6;17880.0;0
real-data__navego_example_real_gnss_outage;621.3593826292548;642.8837870279618;776.257166035972;134.62813008622228;103.39733479822753;0;76571989.33333333;98192452.26666667;60439756.8;61656132.266666666;70796902.4;0;26548.266666666666;26354.866666666665;27215.833333333332;10803.866666666667;8629.966666666667;0
img__img_merge_frames;108.24306182863074;105.35111948650447;110.11240081789826;107.25858408597415;108.32524566651749;0;60654933.333333336;72842990.93333334;81838080.0;65552247.46666667;66659123.2;0;9290.066666666668;8709.866666666667;9316.833333333334;8836.5;8783.5;0
程序3_1__timeuse_min;108.62753906254075;111.09647216793188;106.44302825933555;108.10163625076724;106.35960388192325;0;66489412.266666666;55355665.06666667;54679005.86666667;55897156.266666666;51323426.13333333;0;9163.366666666667;9010.0;8609.9;9456.833333333334;8743.266666666666;0
main__gen_class_info_nyud;119.39234822584937;115.81084035237242;110.47591654452262;111.88866933185685;113.61917877185624;0;70427443.2;56438647.46666667;62576913.06666667;50033732.266666666;55889783.46666667;0;9216.7;9163.466666666667;9350.0;9410.1;9930.166666666666;0
chap4__chap4_18;112.93257242843974;105.76955108643354;105.58755849203833;107.62135620112336;109.03376973465008;0;69425698.13333334;57431517.86666667;61125973.333333336;65441928.53333333;66914713.6;0;9890.2;8816.533333333333;9443.4;9083.4;9309.966666666667;0
afni__CA_EZ_Prep_genx;123.54181823744827;0.0;0.0;108.64747111007455;106.05223490397718;0;56500906.666666664;0.0;0.0;54707131.733333334;65308125.86666667;0;9350.3;0.0;0.0;9390.3;9049.966666666667;0
chap11__chap11_3;105.93369801836282;109.43254801436754;109.45503184010546;107.54789479580164;107.85605417882714;0;62037060.266666666;64236066.13333333;56808379.733333334;61670877.86666667;69024836.26666667;0;8790.066666666668;9016.6;8809.966666666667;8756.533333333333;9163.3;0
Evaluation__Evaluation_for_Multi_Algorithm;1225.998219807869;1209.3222508748063;102.91525522866286;1063.8628952025842;110.45823771164093;0;113428889.6;85177002.66666667;73539174.4;99732821.33333333;65991202.13333333;0;56897.96666666667;63313.23333333333;8556.466666666667;55857.6;9416.833333333334;0
Matlab源程序__ti3;105.11436411543983;102.00837656646618;108.23844757072123;131.5565770467336;107.7847712198835;0;73217092.26666667;74234129.06666666;78081911.46666667;46443588.266666666;39284872.53333333;0;8963.233333333334;8556.533333333333;9076.666666666666;9563.5;9003.266666666666;0
Gait Tracking With x-IMU__Script;788.0803095499015;769.3873051961825;165.40963897701974;118.0417536417779;111.20959523525477;0;59848567.46666667;52822289.06666667;48462097.06666667;58989499.733333334;53449659.733333334;0;41658.73333333333;42218.9;12110.833333333334;9563.5;9416.833333333334;0
chapter1__BPDLX;113.17277221669598;102.43630777997508;108.9542755126992;115.70464986167305;110.70943400056179;0;64515140.266666666;51059780.266666666;61364497.06666667;55733316.266666666;58087150.93333333;0;8689.966666666667;8549.966666666667;9256.8;9270.066666666668;9416.7;0
acrobot__MAIN;115.50408986417655;111.4701777140086;107.6021372478106;116.1683415730736;116.93760172527787;0;70470724.26666667;65407385.6;55239202.13333333;61771639.46666667;48288972.8;0;8849.933333333332;9083.333333333334;9290.133333333333;9596.7;9403.3;0
EMPlanner_v0.11__emplanner_init;158.50929005941143;163.27062835705388;153.7364130656293;149.50733083090162;162.4292180378999;0;52083370.666666664;61579264.0;77618517.33333333;70095394.13333334;67347387.73333333;0;12310.9;11797.4;11510.7;11590.666666666666;12004.133333333333;0
Evaluation_Protocol__Eval;119.66967824291399;118.61671854654365;142.05424855568756;119.94221496577957;124.34041595460343;0;59905911.46666667;48295526.4;53478468.266666666;51708450.13333333;44981316.266666666;0;9770.166666666666;9469.966666666667;10303.666666666666;9530.3;10297.1;0
TSP(GA)__main;113.46093699143384;107.70501251223419;106.944163004664;107.79816385903202;105.75372314450215;0;75943253.33333333;54635042.13333333;56375022.93333333;55179946.666666664;81640106.66666667;0;8949.933333333332;8850.0;9163.366666666667;9503.433333333332;9029.833333333334;0
2-小斜视角，点目标仿真__CSA_imaging;103.56708323163912;107.55824890148554;105.72148691816643;106.40460205081811;110.49908650724878;0;48725469.86666667;64619315.2;66202828.8;60660804.266666666;55191278.93333333;0;8769.966666666667;8976.5;8990.1;8869.9;9343.466666666667;0
Waveform Design With Given Radar Beampatterns__sumrate_PD_tradeoff;241.35182291662397;241.3747619629818;237.12289174391967;213.01428629564276;236.45086364744736;0;57825689.6;70702421.33333333;58956595.2;69730030.93333334;25377314.133333333;0;14884.966666666667;15171.766666666666;14658.266666666666;14711.633333333333;14958.266666666666;0
Elman网络预测上证股市开盘价__elm_stockpredict;106.95489349355533;127.21733551026554;106.68189341228572;107.44152221677747;104.6603820801111;0;63722291.2;57554944.0;59805013.333333336;77843251.2;46877900.8;0;9296.733333333334;9536.866666666667;8689.8;8749.966666666667;9049.966666666667;0
M__dong_yingli;105.65366210934395;105.35353088377742;113.5363637287616;113.70654602053109;109.3679382324665;0;69374361.6;72387788.8;59331925.333333336;57867605.333333336;59723366.4;0;8623.266666666666;9003.433333333332;8843.3;9783.6;9450.2;0
main__gen_class_info_voc;110.48797810874336;111.47825927718853;111.08929138191743;111.79095662440135;111.28610382070183;0;64853333.333333336;59216281.6;58060800.0;69414638.93333334;58324855.46666667;0;9136.566666666668;8589.9;9296.733333333334;9530.2;9543.433333333332;0
ex6__getVocabList;110.73736114509714;217.10376993816462;220.84749603268185;224.5518737793318;213.37022450765943;0;48948565.333333336;172059852.8;131763541.33333333;143017710.93333334;141545608.53333333;0;8849.933333333332;17753.233333333334;18546.8;18840.133333333335;17899.833333333332;0
simpleWalker__MAIN;109.28604787190561;108.85959523516358;104.14827168783134;106.91270141593995;106.26114857988237;0;70426077.86666666;66072166.4;73217911.46666667;54422186.666666664;60145664.0;0;8616.366666666667;8870.033333333333;8516.566666666668;9089.933333333332;8869.933333333332;0
p3__di;113.25223236085343;101.7721939087341;111.99138793947834;104.93684438063647;103.47706705723928;0;80975052.8;67098350.93333333;73553646.93333334;66770261.333333336;79019212.8;0;8936.566666666668;8829.933333333332;8909.866666666667;8630.033333333333;8563.133333333333;0
Quaternions__TestScript;115.48298848472186;123.54150238033034;119.48334503179649;130.9209142049891;118.6245162962994;0;56346760.53333333;67775556.26666667;64670242.13333333;80977920.0;63518446.93333333;0;9483.466666666667;10290.4;9963.566666666668;10097.0;9850.166666666666;0
chapter9__chapter9;122.91048533122327;108.4657485962147;112.26842447928502;104.49171498608388;104.37308603925243;0;43550173.86666667;62069964.8;65757593.6;64285081.6;69802530.13333334;0;8956.733333333334;9196.7;8830.2;8523.166666666666;8509.9;0
wrappers__path_to_eltopo;111.63122965496343;120.8686126709159;115.47625630686525;106.67197163909053;104.89529876713446;0;68415214.93333334;67127432.53333333;62117068.8;66453640.53333333;63301768.53333333;0;9690.066666666668;10757.133333333333;9323.3;8836.666666666666;8996.7;0
cartPole__MAIN_minTime;108.81973775228252;113.06084747314259;113.59981282559262;109.60592854821007;110.45854746490174;0;61457066.666666664;51791735.46666667;66179345.06666667;56834730.666666664;70660232.53333333;0;9043.366666666667;9383.6;9770.2;8796.6;9090.033333333333;0
chapter6 遗传算法工具箱详解及应用__GA_demo_run;106.81806538897605;104.94396057124831;107.83710276292405;120.8632792155336;105.37284393315592;0;65337890.13333333;60519492.266666666;69799253.33333333;64338602.666666664;57518353.06666667;0;8950.166666666666;9050.033333333333;9223.266666666666;9216.733333333334;8603.2;0
2018_MCMProblemC_DATA__loading;110.54251658123103;113.89613647453953;107.45755360923552;114.4248219807865;103.03201293949775;0;64537122.13333333;49435033.6;55988770.13333333;50060629.333333336;62801237.333333336;0;9176.666666666666;9930.366666666667;8976.566666666668;9050.133333333333;9170.0;0
1-2014.10.10. 正侧视，RDA__RDA_imaging;106.57425944015073;0.0;0.0;105.71208953862272;106.23393808996771;0;70612855.46666667;0.0;0.0;67094937.6;51891131.733333334;0;9043.233333333334;0.0;0.0;8689.833333333334;8903.3;0
案例16 单层竞争神经网络的数据分类—患者癌症发病预测__chapter16;107.53997192377574;231.13862609858236;210.5945861816775;213.15929616298138;210.57342681882244;0;58060253.86666667;138932360.53333333;136102161.06666666;133851409.06666666;133659852.8;0;9156.566666666668;19133.633333333335;17740.033333333333;17739.833333333332;17439.733333333334;0
Matlab源程序__problem1_2;102.75849253343185;106.78813476555516;110.7041249592381;108.34402364097963;105.37780456543744;0;57175244.8;68520755.2;57609011.2;76904174.93333334;70291456.0;0;8596.666666666666;9116.633333333333;9716.833333333334;9290.033333333333;8823.333333333334;0
第10章 随机神经网络__sa_tsp;111.93886973066256;109.31852366133438;118.0527058919232;105.1244140624903;102.79989522297983;0;51061691.733333334;60290389.333333336;60343773.86666667;61237248.0;59766237.86666667;0;8823.266666666666;9183.433333333332;9036.566666666668;9023.333333333334;8970.033333333333;0
第9章 MIMO信道容量__Ergodic_Capacity_Correlation;108.96851501468531;117.78505249020333;120.16313273117994;106.22395222978666;105.45575815837171;0;64459707.733333334;56465544.53333333;61140172.8;63326890.666666664;76304793.6;0;9536.7;8969.966666666667;9830.266666666666;8890.0;8849.8;0
private__getEnvironment;105.04958241778658;340.01284027099416;390.5739308677439;320.36439768474276;322.90617879213147;0;69263496.53333333;175407240.53333333;199733794.13333333;188699989.33333334;191433113.6;0;8769.933333333332;26756.466666666667;26809.966666666667;26896.466666666667;27910.066666666666;0
EMPlanner_v0.4__emplanner_init;155.97994740803261;164.76909128816138;152.26555328371856;170.9136525473305;150.1011561076409;0;54486766.93333333;50495351.46666667;71969996.8;64536985.6;49623040.0;0;12230.9;12030.766666666666;11650.7;13564.4;10943.766666666666;0
chapter12 免疫优化算法在物流配送中心选址中的应用__main;111.30508575449349;105.25050659186672;105.77269744872076;112.87784016920098;111.0970240274483;0;57689975.46666667;68481160.53333333;63622758.4;69434163.2;58946082.13333333;0;9770.233333333334;9069.966666666667;9323.433333333332;9636.833333333334;8736.633333333333;0
minimumWork__MAIN_smoothWork;112.9757771809372;118.42438659668356;112.96750437421336;104.25164845783729;111.414538065672;0;69094331.73333333;58664140.8;45241821.86666667;56865177.6;43950080.0;0;9456.666666666666;9076.733333333334;9283.366666666667;8823.166666666666;8896.666666666666;0
PSO-Toolbox__main;141.7079320271577;131.68580373123015;165.9667856852912;141.29467112217876;137.0198018392218;0;54587392.0;73680622.93333334;50453572.266666666;70619955.2;96333004.8;0;11250.7;10417.066666666668;12477.533333333333;10950.6;10803.7;0
2D模型改进__solve3_expand;104.70995229088973;104.7899475097307;100.85877787278733;115.78939107256204;118.74309539801325;0;53900219.733333334;56351266.13333333;57985160.53333333;42635946.666666664;53156522.666666664;0;8716.5;8416.466666666667;9009.866666666667;9670.2;10123.7;0
案例25 广义神经网络的聚类算法-网络入侵聚类__FCMGRNN;109.95057525645242;228.5909093220563;223.85294036863877;214.89192759187037;207.93922526034876;0;61189324.8;141483349.33333334;132159761.06666666;126193254.4;129516612.26666667;0;9303.466666666667;18293.333333333332;17726.433333333334;18013.366666666665;17279.7;0
