csvFile,rowNumber,sameOutput,sameData,sameResults,runTime,runTimeAI,FilePath
gpt4,6,1,1,0,0.081547,0.0712219,Algorithms_MathModels/FuzzyMathematicalModel模糊数学模型/模糊聚类/main.m
gpt4,7,1,1,0,0.0652005,0.0639996,Algorithms_MathModels/GreySystem灰色系统/strength_analysis.m
gpt4,8,1,1,0,4.8811921,4.917419,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/模拟退火算法/10_cities_TSP/main.m
gpt4,9,0,0,0,2.6134463,0.4696969,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/模拟退火算法/TSP(SA)/main.m
gpt4,10,0,1,0,1.8258019,0.1692914,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例1 BP神经网络的数据分类-语音特征信号分类/BP.m
gpt4,11,0,1,0,1.5934858,0.1659086,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例1 BP神经网络的数据分类-语音特征信号分类/BPDLX.m
gpt4,12,1,1,0,2.1996239,2.0633969,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例10 离散Hopfield神经网络的分类——高校科研能力评价/chapter10.m
gpt4,13,1,1,0,1.4085555,1.0666864,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例11 连续Hopfield神经网络的优化-旅行商问题优化计算/main.m
gpt4,14,1,1,0,4.9914494,2.2342026,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例16 单层竞争神经网络的数据分类—患者癌症发病预测/chapter16.m
gpt4,15,1,1,0,3.4260789,3.4179911,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例22 LVQ神经网络的预测——人脸朝向识别/chapter22_bp.m
gpt4,16,1,1,0,3.9376326,3.572057,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例22 LVQ神经网络的预测——人脸朝向识别/chapter22_lvq.m
gpt4,17,1,1,0,144.2781074,148.2429926,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例22 LVQ神经网络的预测——人脸朝向识别/crossvalind_lvq.m
gpt4,18,1,1,0,7.1705442,6.9669975,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例22 LVQ神经网络的预测——人脸朝向识别/test.m
gpt4,19,1,1,1,0.881343,0.7782725,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例23 小波神经网络的时间序列预测-短时交通流量预测/wavenn.m
gpt4,20,0,1,0,2.0928883,0.0843255,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例24 模糊神经网络的预测算法-嘉陵江水质评价/FuzzyNet.m
gpt4,21,1,1,0,2.1105562,1.940201,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例25 广义神经网络的聚类算法-网络入侵聚类/FCMGRNN.m
gpt4,22,1,1,0,11.6333456,9.3754947,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例3 遗传算法优化BP神经网络-非线性函数拟合/Genetic.m
gpt4,23,1,1,0,8.6625816,8.5882527,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例5 基于BP_Adaboost的强分类器设计-公司财务预警建模/Bp_Ada_Fore.m
gpt4,24,1,1,0,1.1432999,1.0158001,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例9 离散Hopfield神经网络的联想记忆—数字识别/chapter9.m
gpt4,25,1,1,0,0.6946751,0.4558528,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例9 离散Hopfield神经网络的联想记忆—数字识别/waiji.m
gpt4,26,0,0,0,2.9990414,0.4571802,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/遗传算法/TSP(GA)/main.m
gpt4,27,1,1,1,3.2092303,3.2721777,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter12 免疫优化算法在物流配送中心选址中的应用/main.m
gpt4,28,1,1,0,6.8019109,7.2388309,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter17 基于PSO工具箱的函数寻优算法/testfunctions/main.m
gpt4,29,1,1,0,1.5637721,1.4459502,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter18 基于鱼群算法的函数寻优算法/example1/example1.m
gpt4,30,1,1,0,1.302508,0.8869873,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter18 基于鱼群算法的函数寻优算法/example2/example2.m
gpt4,31,1,1,0,0.6298692,0.6405316,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter2 基于遗传算法和非线性规划的函数寻优算法/案例1/Genetic.m
gpt4,32,1,1,0,3.8309005,4.0501138,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter2 基于遗传算法和非线性规划的函数寻优算法/案例1非线性/main.m
gpt4,33,1,1,0,0.6120806,0.6477771,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter2 基于遗传算法和非线性规划的函数寻优算法/案例2/Genetic.m
gpt4,34,1,1,1,5.7751131,5.908046,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter2 基于遗传算法和非线性规划的函数寻优算法/案例2非线性/Genetic.m
gpt4,35,1,1,0,0.6442767,0.6431794,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter2 基于遗传算法和非线性规划的函数寻优算法/案例3/Genetic.m
gpt4,36,1,1,0,17.3368211,3.265462,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter21 模拟退火算法工具箱及应用/my_first_SA_run.m
gpt4,37,1,1,1,2.201058,4.544567,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter22 蚁群算法的优化计算——旅行商问题（TSP）优化/main.m
gpt4,38,0,1,0,0.8499101,0.0527485,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter23 基于蚁群算法的二维路径规划算法/main.m
gpt4,39,1,1,1,0.8157302,0.7622947,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter24 基于蚁群算法的三维路径规划算法/main.m
gpt4,40,1,1,0,5.1459126,4.5589738,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter25 有导师学习神经网络的回归拟合——基于近红外光谱的汽油辛烷值预测/main.m
gpt4,41,1,1,0,2.3989168,2.5314292,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter26 有导师学习神经网络的分类——￥尾花种类识别/main.m
gpt4,42,1,1,0,5.9150227,4.914097,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter27 无导师学习神经网络的分类——矿井突水水源判别/main.m
gpt4,43,1,1,0,1.3029076,0.9778827,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter30 极限学习机的回归拟合及分类——对比实验研究/main.m
gpt4,44,1,1,1,171.3428646,137.0170509,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter5 基于遗传算法的LQR控制器优化设计/GA_LQR_run.m
gpt4,45,1,1,1,13.2083413,13.1464976,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter6 遗传算法工具箱详解及应用/GA_demo_run.m
gpt4,46,1,1,0,0.522306,0.5202881,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter8 基于量子遗传算法的函数寻优算法/QuantumMain.m
gpt4,47,1,1,1,3.5602712,3.2917416,Algorithms_MathModels/MATLAB智能算法30个案例分析/chapter9 基于遗传算法的多目标优化算法/my_first_multi_run.m
gpt4,48,1,1,1,0.652289,0.4444762,Algorithms_MathModels/RegressionAnalysis回归分析/unlinear_regression.m
gpt4,49,1,1,0,2.0645703,1.2471466,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter1/BPDLX.m
gpt4,50,1,1,0,1.733038,1.1750124,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter1/chapter1_1.m
gpt4,51,1,1,0,2.0458029,1.8973802,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter10/chapter10.m
gpt4,52,1,1,0,1.2921045,1.216616,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter11/main.m
gpt4,53,1,1,0,2.5848857,2.2176744,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter16/chapter16.m
gpt4,54,1,1,0,3.450325,3.3517934,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter22/chapter22_bp.m
gpt4,55,1,1,0,3.8108637,3.4936597,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter22/chapter22_lvq.m
gpt4,56,1,1,0,147.8458251,141.4298751,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter22/crossvalind_lvq.m
gpt4,57,1,1,0,7.5393018,7.4848827,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter22/test.m
gpt4,58,1,1,1,0.9910624,0.9949567,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter23/wavenn.m
gpt4,59,0,1,0,2.182387,0.0779684,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter24/FuzzyNet.m
gpt4,60,0,1,0,1.9170291,0.4038019,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter25/FCMGRNN.m
gpt4,61,1,0,0,4.5580451,4.5590335,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter4/BP.m
gpt4,62,1,1,0,12.3819667,11.8036699,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter4/Genetic.m
gpt4,63,1,1,1,9.4210389,9.2061911,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter5/Bp_Ada_Fore.m
gpt4,64,1,1,1,1.1819375,1.0702139,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter9/chapter9.m
gpt4,65,1,1,1,0.6183984,0.5094522,Algorithms_MathModels/《MATLAB 神经网络30个案例分析》源程序 数据/chapter9/waiji.m
gpt4,66,1,1,1,0.5798485,0.4750226,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap11/chap11_1.m
gpt4,67,0,1,0,0.2096306,0.0800981,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap11/chap11_11.m
gpt4,68,1,1,1,1.2236116,0.7287766,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap11/chap11_12.m
gpt4,69,0,1,0,0.8207888,0.4843915,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap11/chap11_13.m
gpt4,70,1,1,0,0.171027,0.1270181,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap11/chap11_14.m
gpt4,71,1,1,1,0.5515407,0.5173682,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap11/chap11_2.m
gpt4,72,1,1,1,1.8987161,1.2230588,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap11/chap11_3.m
gpt4,73,1,1,1,1.8962023,1.8401206,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap11/chap11_4.m
gpt4,74,1,1,1,0.5586095,0.5650805,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap11/chap11_8.m
gpt4,75,1,1,1,1.8894685,0.9680257,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap13/chap13_18.m
gpt4,76,1,1,1,0.9589522,0.8845311,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap13/chap13_5.m
gpt4,77,1,1,1,1.6639477,1.5154905,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap13/chap13_9.m
gpt4,78,1,1,1,1.8919143,1.2312093,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap15/chap15_10.m
gpt4,79,1,1,0,0.0776259,0.0754943,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap15/chap15_11.m
gpt4,80,1,1,0,0.4776837,0.4114996,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap15/chap15_2.m
gpt4,81,1,1,0,0.35213,0.3249844,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap15/chap15_3.m
gpt4,82,1,1,1,0.8472209,0.5012251,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap15/chap15_7.m
gpt4,83,1,1,1,0.5491158,0.534482,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap15/chap15_8.m
gpt4,84,1,1,1,0.636617,0.5372183,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap15/chap15_9.m
gpt4,85,0,1,0,0.4843085,0.1460105,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/Untitled.m
gpt4,86,1,1,1,0.4828115,0.4030799,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_05.m
gpt4,87,1,1,0,0.5580028,0.4171988,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_07.m
gpt4,88,1,1,1,1.0629612,0.9129291,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_10.m
gpt4,89,1,1,1,0.7038067,0.6837298,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_11.m
gpt4,90,1,1,1,1.2147414,0.8414356,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_16.m
gpt4,91,1,1,1,0.8044565,0.7842278,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_17.m
gpt4,92,1,1,1,0.9276795,0.8918004,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_18.m
gpt4,93,1,1,1,1.0223584,1.0117547,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_19.m
gpt4,94,1,1,1,0.9649091,0.8720549,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_20.m
gpt4,95,0,1,0,0.5709203,0.1484418,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_22.m
gpt4,96,1,1,1,1.2698149,0.7083396,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap4/chap4_29.m
gpt4,97,0,1,0,0.9163976,0.2520472,Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap6/chap6_16.m
gpt4,98,1,1,0,0.3576347,0.3291516,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第10章 随机神经网络/example10_1.m
gpt4,99,1,1,0,0.9191109,1.5575688,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第10章 随机神经网络/sa_tsp.m
gpt4,100,1,1,1,6.6327944,5.0398039,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第13章 神经网络应用实例/Elman网络预测上证股市开盘价/elm_stockpredict.m
gpt4,101,1,1,0,5.8577191,4.9129264,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第13章 神经网络应用实例/Elman网络预测上证股市开盘价/elman_stock.m
gpt4,102,1,1,0,1.7497372,1.6958881,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第13章 神经网络应用实例/基于概率神经网络的手写体数字识别/digital_rec.m
gpt4,103,1,1,0,1.5851748,0.4747389,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第2章 MATLAB快速入门/code/chapter_2_3_5/use_d_func.m
gpt4,104,1,1,1,0.8633865,0.7227455,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第7章 径向基函数网络/curve_filt_newrb_sim.m
gpt4,105,1,1,1,0.6272636,0.3306627,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第7章 径向基函数网络/grnn_test.m
gpt4,106,1,1,1,0.1781727,0.1867788,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第7章 径向基函数网络/pnn_test.m
gpt4,107,1,1,0,0.6729585,0.684992,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第7章 径向基函数网络/pnn_test2.m
gpt4,108,1,1,0,0.8609054,0.8262931,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第9章 反馈神经网络/bsb_test.m
gpt4,109,0,1,0,0.978576,0.313786,Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第9章 反馈神经网络/elman_stockTest.m
gpt4,110,1,1,1,0.7635154,0.6454513,Algorithms_MathModels/《基于MATLAB的高等数学问题求解》 随书附带源程序/CH07/bisect_demo.m
gpt4,111,1,1,1,1.9027269,1.7511182,CAM/demo.m
gpt4,112,1,1,1,0.1422557,0.1270365,Coursera-Machine-Learning-Stanford/Week 7/Programming Assignment/machine-learning-ex6/ex6/getVocabList.m
gpt4,113,0,1,1,0.1810619,0.1616327,Coursera-Machine-Learning-Stanford/Week 9/Programming Assignment/machine-learning-ex8/ex8/loadMovieList.m
gpt4,114,1,1,1,0.346375,0.2804791,DeepLearnToolbox/tests/runalltests.m
gpt4,115,1,1,1,0.1330834,0.1173677,DeepLearnToolbox/util/myOctaveVersion.m
gpt4,116,1,0,1,142.6791784,138.5653819,DnCNN/TrainingCodes/DnCNN_TrainingCodes_v1.0/data/GenerateData_model_64_25_Res_Bnorm_Adam.m
gpt4,117,1,0,0,0.1654585,0.1317765,DnCNN/TrainingCodes/DnCNN_TrainingCodes_v1.1/data/GenerateTrainingPatches.m
gpt4,118,1,0,1,2.4821785,0.3637252,DnCNN/utilities/Merge_Bnorm_Demo.m
gpt4,119,1,1,1,1.8335568,1.7195917,FaceVerification/dataset/LFW/getlfwPairs.m
gpt4,120,0,1,0,55.1000747,2.5491865,Gait-Tracking-With-x-IMU/Gait Tracking With x-IMU/Script.m
gpt4,121,1,1,1,0.1592146,0.1251847,Gait-Tracking-With-x-IMU/Gait Tracking With x-IMU/Quaternions/TestScript.m
gpt4,122,0,0,0,80.3845843,0.1468571,Image-Fusion/General Evaluation Metric/Evaluation/Evaluation_for_Multi_Algorithm.m
gpt4,123,1,0,0,9.7894373,9.653535,Image-Fusion/General Evaluation Metric/Evaluation/Evaluation_for_Single_Algorithm.m
gpt4,124,1,1,1,0.7959034,0.7771649,Image-Fusion/General Evaluation Metric/Evaluation/Evaluation_for_Single_Image.m
gpt4,125,1,1,0,0.2914183,0.2931624,Image-Harmonization-Dataset-iHarmony4/Lalonde and Efros/colorStatistics/3rd_party/emd/demo_emd.m
gpt4,126,1,1,1,4.4282096,2.8222137,MCM-ICM/2019美赛特等奖/2019_MCM-ICM_Problems/2018_MCMProblemC_DATA/NFLIS.m
gpt4,127,1,1,1,0.2816199,0.1776042,MCM-ICM/2019美赛特等奖/2019_MCM-ICM_Problems/2018_MCMProblemC_DATA/loading.m
gpt4,128,1,0,1,2.4952891,2.0500919,MCM-ICM/2019美赛特等奖/2019_MCM-ICM_Problems/2018_MCMProblemC_DATA/uscities.m
gpt4,129,0,1,0,5.3669715,0.1709685,MIMO_OFDM/第10章 天线分集与空时编码技术/Alamouti空时块码/Alamouti_scheme.m
gpt4,130,1,1,1,7.0032227,6.9739828,MIMO_OFDM/第10章 天线分集与空时编码技术/瑞利衰落信道下MRC性能/MRC_scheme.m
gpt4,131,1,1,1,19.0624178,18.8969961,MIMO_OFDM/第10章 天线分集与空时编码技术/空时格码/STTC_simulation.m
gpt4,132,0,1,0,1.212902,0.2890137,MIMO_OFDM/第12章 在发射端利用信道状态信息/天线选择技术/MIMO_channel_cap_ant_sel_optimal.m
gpt4,133,1,1,1,0.8959249,0.6271793,MIMO_OFDM/第12章 在发射端利用信道状态信息/天线选择技术/MIMO_channel_cap_ant_sel_subopt.m
gpt4,134,1,1,1,0.8775532,0.8162893,MIMO_OFDM/第1章 无线信道：传播和衰落/瑞利衰落和莱斯衰落信道模型/plot_Ray_Ric_channel.m
gpt4,135,1,1,1,1.7391798,1.6554449,MIMO_OFDM/第1章 无线信道：传播和衰落/自由空间路径损耗/plot_PL_general.m
gpt4,136,1,1,1,1.0709509,1.042635,MIMO_OFDM/第2章 SISO信道模型/2径信道模型和指数信道模型/plot_2ray_exp_model.m
gpt4,137,1,1,1,1.183691,1.7830446,MIMO_OFDM/第2章 SISO信道模型/FWGN信道模型/plot_FWGN.m
gpt4,138,1,1,1,1.2752058,1.1928965,MIMO_OFDM/第2章 SISO信道模型/IEEE802.11信道模型/plot_IEEE80211_model.m
gpt4,139,1,1,1,43.4148369,27.6430883,MIMO_OFDM/第2章 SISO信道模型/Jakes模型/plot_Jakes_model.m
gpt4,140,1,1,1,2.2920402,1.3917246,MIMO_OFDM/第2章 SISO信道模型/SUI信道模型/plot_SUI_channel.m
gpt4,141,1,1,1,1.7480126,1.8329448,MIMO_OFDM/第2章 SISO信道模型/Saleh-Valenzuela信道模型/plot_SV_model_ct.m
gpt4,142,1,1,1,0.3712019,0.3358976,MIMO_OFDM/第2章 SISO信道模型/射线信道模型/plot_ray_fading.m
gpt4,143,1,1,1,1.0270666,1.0397919,MIMO_OFDM/第2章 SISO信道模型/改进FWGN信道模型/plot_modeified_FWGN.m
gpt4,144,1,1,0,0.851787,0.8766882,MIMO_OFDM/第4章 OFDM概述/检验正交性/test_orthogonality.m
gpt4,145,0,1,0,0.8418166,0.1679345,MIMO_OFDM/第5章 CFO估计技术/CFO_estimation.m
gpt4,146,1,1,0,0.4207276,0.4239242,MIMO_OFDM/第7章 PAPR/Chu序列和IEEE802.16e前导的PAPR/PAPR_of_Chu.m
gpt4,147,1,1,1,0.9711335,0.880971,MIMO_OFDM/第9章 MIMO信道容量/Ergodic_Capacity_CDF.m
gpt4,148,1,1,1,0.6799201,0.6965728,MIMO_OFDM/第9章 MIMO信道容量/Ergodic_Capacity_Correlation.m
gpt4,149,0,1,0,0.7713262,0.093476,MIMO_OFDM/第9章 MIMO信道容量/Ergodic_Capacity_vs_SNR.m
gpt4,150,0,1,1,0.1388629,0.1347791,Machine-Learning-homework/machine-learning-ex6/ex6/getVocabList.m
gpt4,151,0,1,1,0.136825,0.1165855,Machine-Learning-homework/machine-learning-ex8/ex8/loadMovieList.m
gpt4,152,1,1,1,1.1081872,1.0340032,Math_Model/2-1国赛题目+论文/2012/B077/附件/附件/Ratio.m
gpt4,153,1,1,0,1.2148974,1.041824,Math_Model/2-1国赛题目+论文/2012/B077/附件/附件/account1.m
gpt4,154,1,1,0,1.0379902,1.0129229,Math_Model/2-1国赛题目+论文/2012/B077/附件/附件/account2.m
gpt4,155,1,1,0,0.9510229,0.9638409,Math_Model/2-1国赛题目+论文/2012/B077/附件/附件/account4.m
gpt4,156,0,1,0,1.1268465,1.1378948,Math_Model/2-1国赛题目+论文/2012/B077/附件/附件/profit.m
gpt4,157,0,1,0,12.5871614,12.7176663,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/Untitled.m
gpt4,158,1,1,1,11.8542442,1.9416255,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/bei_yingli.m
gpt4,159,1,1,1,1.3444078,1.3465251,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/beimian_fadianliang.m
gpt4,160,1,1,1,9.759918,2.39917,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/dong_yingli.m
gpt4,161,1,1,0,1.7501554,1.7892577,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/fadianliang.m
gpt4,162,1,1,1,11.6315407,2.395591,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/nan_yingli.m
gpt4,163,1,1,1,1.4117926,1.3655099,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/renyijiaodu_fadianliang.m
gpt4,164,1,1,1,1.8183731,1.7975409,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/shuiping_yingli.m
gpt4,165,1,1,1,11.7891521,2.1690802,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/wuding2_yingli.m
gpt4,166,1,1,1,9.0012375,1.9098752,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/wuding_yingli.m
gpt4,167,1,1,1,9.1744507,1.9319166,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/xi_yingli.m
gpt4,168,1,1,0,1.4622768,1.5272333,Math_Model/2-1国赛题目+论文/2012/B149/B149/B149源程序/M/zuijiajiaodu.m
gpt4,169,1,1,1,1.2837907,1.0783377,Math_Model/2-1国赛题目+论文/2013/A056/5486/Matlab源程序/problem1_2.m
gpt4,170,1,1,1,1.3531072,1.3074984,Math_Model/2-1国赛题目+论文/2013/A056/5486/Matlab源程序/problem2.m
gpt4,171,1,1,0,0.9724527,0.3542333,Math_Model/2-1国赛题目+论文/2013/A056/5486/Matlab源程序/ti3.m
gpt4,172,1,1,0,0.1166664,0.1047284,Math_Model/2-1国赛题目+论文/2013/A056/5486/Matlab源程序/ti31.m
gpt4,173,1,1,1,4.7608807,4.5602277,Math_Model/2-1国赛题目+论文/2013/A117/1A0902/代码/第四问/lengthstat.m
gpt4,174,1,1,1,2.047011,1.4917981,Math_Model/2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p21/findd.m
gpt4,175,1,1,0,1.6242039,17.8384783,Math_Model/2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p21/tou.m
gpt4,176,0,1,0,1.646308,0.2748422,Math_Model/2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p22/findr.m
gpt4,177,-1,-1,-1,-1,-1,Math_Model/2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/class.m
gpt4,178,1,1,1,2.7204908,2.7388433,Math_Model/2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/di.m
gpt4,179,1,1,0,2.6007091,2.716603,Math_Model/2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/p3.m
gpt4,180,1,1,0,2.8371299,3.0646054,Math_Model/2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/pei.m
gpt4,181,1,0,0,2.746241,1.0280724,Math_Model/2-1国赛题目+论文/2013/D057/1D1403/程序与附录/程序3_1/timeuse_min.m
